,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,3146.2,3178.4,0.000087037,0.00911,-0.08103,0.00239,0.05035
1,2,4671.7,2140.5,0.001277267,0.09001,0.29368,-0.01803,-0.05861
2,3,10711.6,933.6,0.002405939,0.07394,0.04558,0.22346,0.14809
3,4,23691.2,422.1,0.003937831,0.05472,-0.20175,0.10355,-0.05738
4,5,27048.2,369.7,0.004688474,0.05706,-0.22625,-0.04228,0.06395
5,6,28549.0,350.3,0.003804291,0.04387,-0.05276,-0.16699,-0.11489
6,7,30047.5,332.8,0.006935500,0.07599,0.26800,-0.04879,-0.04226
7,8,30632.5,326.5,0.003043753,0.03271,0.04242,-0.10725,0.13932
8,9,32415.5,308.5,0.008883241,0.09022,0.26869,-0.10941,0.07781
9,10,32894.7,304.0,0.010902966,0.10912,-0.31036,0.10033,0.05222
10,11,35606.7,280.8,0.003105473,0.02871,0.06837,0.02481,-0.15304
11,12,36512.3,273.9,0.000057673,0.00052,0.00189,0.01981,0.01113
12,13,37007.0,270.2,0.000650184,0.00578,-0.06036,-0.03644,-0.02850
13,14,37372.3,267.6,0.014404141,0.12689,-0.29766,0.16345,-0.10756
14,15,38168.9,262.0,0.015830174,0.13654,-0.25693,-0.11191,0.24083
15,16,38812.3,257.7,0.006618793,0.05614,0.02797,-0.19282,-0.13483
16,17,40025.2,249.8,0.009154620,0.07530,0.23292,-0.13853,-0.04310
17,18,41319.5,242.0,0.003931619,0.03133,-0.00796,-0.05506,-0.16802
18,19,43094.0,232.1,0.000029318,0.00022,0.00833,0.00006,0.01243
19,20,43291.6,231.0,0.007445968,0.05662,0.09892,0.18811,0.10701
